order_item_id,order_id,product_id,quantity,discount_percent
1148,402,137,5,18.4
1149,402,335,2,41.58
1150,403,343,2,49.54
1151,403,152,3,72.08
1152,403,44,4,0.92
1153,403,144,3,80.02
1154,404,346,4,96.93
1155,404,3,2,33.25
1156,404,108,5,39.07
1157,405,605,1,71.91
1158,405,628,5,99.68
1159,405,627,4,33.26
1160,405,202,4,96.51
1161,405,446,1,87.82
1162,406,624,5,26.47
1163,406,586,1,66.84
1164,406,237,5,26.54
1165,406,323,5,22.18
1166,407,245,1,80.24
1167,407,407,3,89.95
1168,407,3,-4,86.85
1169,407,441,3,66.33
1170,408,595,5,11.59
1171,408,219,2,38.9
1172,408,547,3,65.61
1173,408,678,1,7.97
1174,409,492,1,74.94
1175,409,22,3,29.23
1176,410,426,2,36.14
1177,410,166,3,54.23
1178,410,437,5,7.62
1179,411,125,2,77.03
1180,411,4,3,11.34
1181,412,346,4,48.12
1182,412,125,5,8.33
1183,412,513,1,38.79
1184,412,548,2,25.03
1185,413,636,1,16.23
1186,414,165,2,92.47
1187,414,535,-3,85.35
1188,414,548,4,51.24
1189,415,218,4,74.77
1190,415,172,1,74.47
1191,415,195,4,45.79
1192,415,636,3,19.91
1193,416,38,4,57.09
1194,417,681,3,41.55
1195,418,323,4,84.3
1196,419,534,4,99.61
1197,419,575,3,81.08
1198,419,120,3,53.71
1199,419,608,4,85.87
1200,419,140,1,66.48
1201,420,265,2,84.97
1202,420,389,1,36.38
1203,421,316,1,32.78
1204,421,308,1,93.14
1205,421,417,5,10.01
1206,421,24,1,26.42
1207,422,326,5,80.04
1208,422,127,2,31.15
1209,422,188,5,91.3
1210,423,563,5,54.61
1211,424,674,3,42.02
1212,424,305,3,5.21
1213,424,103,1,94.47
1214,424,414,1,47.7
1215,424,42,4,40.6
1216,425,271,2,56.12
1217,426,84,2,91.82
1218,426,343,1,1.68
1219,427,130,5,40.79
1220,427,174,5,57.67
1221,428,505,2,21.1
1222,428,561,4,52.78
1223,429,140,4,28.77
1224,429,415,2,88.96
1225,429,605,4,60.53
1226,430,118,4,74.68
1227,431,591,5,67.1
1228,431,189,2,23.09
1229,432,48,4,21.81
1230,432,74,1,65.19
1231,433,15,4,20.63
1232,434,151,1,32.51
1233,434,664,4,51.89
1234,435,455,2,35.32
1235,435,680,2,94.91
1236,435,207,4,0.31
1237,436,163,5,41.34
1238,436,63,3,27.93
1239,436,62,4,47.32
1240,436,470,5,45.44
1241,437,660,2,27.56
1242,437,230,4,26.96
1243,437,461,4,90.48
1244,438,241,4,98.65
1245,439,522,3,68.99
1246,439,658,3,51.65
1247,439,149,3,2.03
1248,439,113,5,10.71
1249,439,275,3,24.43
1250,440,629,4,0.34
1251,440,589,1,68.96
1252,440,543,5,34.13
1253,440,188,4,10.85
1254,440,643,3,42.48
1255,441,601,4,96.07
1256,441,205,5,9.61
1257,441,644,4,89.03
1258,442,47,4,53.25
1259,442,345,4,95.75
1260,442,366,1,10.32
1261,443,237,1,41.24
1262,443,421,1,98.98
1263,444,452,3,25.65
1264,444,139,5,99.13
1265,444,227,5,89.31
1266,444,220,1,23.67
1267,444,224,1,25.03
1268,445,550,3,65.73
1269,445,645,1,48.95
1270,445,247,2,88.75
1271,445,46,1,58.29
1272,445,488,5,42.71
1273,446,366,-2,9.75
1274,446,464,-5,27.53
1275,446,570,2,23.42
1276,447,184,2,19.76
1277,448,472,4,13.45
1278,448,63,1,72.41
1279,448,678,3,88.02
1280,449,443,2,0.76
1281,449,158,3,17.51
1282,449,65,4,76.44
1283,450,75,4,22.93
1284,450,158,2,52.03
1285,451,694,4,99.72
1286,451,544,5,21.56
1287,451,606,4,61.09
1288,451,600,4,26.02
1289,451,338,2,79.83
1290,452,201,4,77.26
1291,453,94,1,70.03
1292,453,596,1,39.46
1293,453,119,5,81.67
1294,453,130,1,53.9
1295,454,130,1,60.69
1296,454,247,1,55.23
1297,455,538,3,54.89
1298,455,551,2,49.05
1299,455,96,2,79.0
1300,456,531,2,7.14
1301,457,83,3,33.77
1302,457,330,1,78.0
1303,457,472,1,72.31
1304,457,169,1,75.76
1305,457,698,5,68.8
1306,458,101,3,63.08
1307,458,450,-5,14.98
1308,458,552,3,67.22
1309,458,664,5,75.25
1310,459,164,2,57.64
1311,459,88,4,52.22
1312,459,559,1,82.44
1313,460,514,3,4.04
1314,460,637,4,4.41
1315,460,44,-1,26.13
1316,461,387,3,72.39
1317,461,354,3,40.52
1318,462,126,5,32.16
1319,462,242,1,82.16
1320,462,423,5,4.19
1321,462,153,1,5.3
1322,462,276,2,60.21
1323,463,572,5,95.31
1324,463,472,5,6.45
1325,463,633,3,92.81
1326,463,364,4,52.86
1327,463,18,5,73.85
1328,464,641,2,47.36
1329,464,265,2,37.81
1330,464,660,2,6.42
1331,465,249,1,40.01
1332,465,159,3,52.17
1333,465,690,3,15.86
1334,466,430,3,84.5
1335,466,134,4,30.96
1336,467,85,4,98.22
1337,467,474,4,94.61
1338,467,42,3,86.63
1339,468,192,4,72.11
1340,469,349,2,95.92
1341,469,557,1,46.98
1342,469,700,3,27.98
1343,470,526,5,2.25
1344,470,590,2,36.84
1345,470,544,5,51.87
1346,471,340,5,6.15
1347,471,138,3,68.68
1348,471,477,1,29.14
1349,472,222,3,52.62
1350,472,214,5,70.89
1351,473,228,1,45.47
1352,473,145,4,78.74
1353,473,105,5,97.56
1354,473,93,2,63.09
1355,474,505,2,32.3
1356,474,222,2,40.66
1357,475,79,1,61.19
1358,476,509,5,77.89
1359,476,336,5,1.07
1360,476,399,2,2.66
1361,476,98,1,33.46
1362,476,473,4,12.79
1363,477,537,4,49.74
1364,477,14,3,59.61
1365,477,251,4,88.23
1366,477,387,2,60.97
1367,477,342,3,5.79
1368,478,619,5,57.5
1369,478,73,1,22.58
1370,478,127,4,34.3
1371,479,601,2,40.73
1372,480,162,5,14.79
1373,480,221,2,33.52
1374,481,79,3,53.61
1375,481,95,1,63.05
1376,481,262,3,93.56
1377,481,38,4,79.07
1378,482,532,1,12.88
1379,483,44,2,5.54
1380,484,370,4,8.84
1381,484,400,1,68.49
1382,485,329,2,17.55
1383,486,261,3,42.98
1384,486,349,5,57.2
1385,487,642,2,98.39
1386,487,497,3,96.31
1387,487,435,1,89.64
1388,487,575,1,98.51
1389,488,351,2,66.71
1390,488,306,5,52.86
1391,489,48,3,12.41
1392,489,218,1,45.15
1393,489,240,1,4.75
1394,489,661,3,58.08
1395,490,297,3,93.5
1396,491,262,5,62.38
1397,491,597,4,57.27
1398,491,170,4,65.68
1399,491,413,5,75.95
1400,492,92,5,57.93
1401,492,535,5,33.04
1402,492,303,1,77.23
1403,492,149,3,79.23
1404,493,180,1,78.03
1405,493,195,2,14.13
1406,494,414,4,2.3
1407,494,578,5,39.8
1408,494,574,1,41.77
1409,494,57,1,17.39
1410,495,317,2,22.04
1411,495,576,5,65.02
1412,496,142,1,96.0
1413,496,674,1,90.22
1414,496,575,5,34.13
1415,496,18,5,78.41
1416,496,292,4,35.87
1417,497,445,3,55.06
1418,497,677,5,40.69
1419,498,222,1,80.87
1420,499,689,2,80.72
1421,500,586,3,77.72
1422,500,345,4,24.06
1423,500,124,3,27.19
1424,501,31,2,22.37
1425,502,684,5,39.07
1426,503,65,5,8.12
1427,503,57,2,33.48
1428,503,120,1,6.62
1429,503,397,5,64.83
1430,504,301,5,73.77
1431,505,465,4,86.29
1432,506,201,2,36.84
1433,506,597,3,89.57
1434,506,454,4,28.15
1435,506,658,2,94.29
1436,506,422,2,76.3
1437,507,688,-3,79.87
1438,507,134,4,82.6
1439,507,611,4,98.2
1440,507,141,5,60.18
1441,508,24,5,97.03
1442,508,407,2,23.21
1443,508,537,2,31.42
1444,509,208,4,54.47
1445,509,354,1,20.49
1446,510,695,1,0.05
1447,510,105,1,42.19
1448,511,686,5,34.5
1449,511,326,1,44.75
1450,511,136,5,26.46
1451,511,479,1,16.87
1452,511,508,5,14.09
1453,512,302,4,99.49
1454,512,523,2,68.2
1455,512,45,1,53.42
1456,512,97,2,74.09
1457,513,684,-1,16.15
1458,513,526,1,89.43
1459,513,175,5,18.24
1460,513,192,2,93.06
1461,514,176,4,68.68
1462,514,587,4,42.6
1463,514,560,2,53.94
1464,514,349,1,17.72
1465,515,419,2,44.96
1466,515,30,1,70.28
1467,515,347,5,42.87
1468,516,465,4,40.27
1469,517,242,1,0.23
1470,517,415,5,65.89
1471,517,531,2,62.92
1472,517,151,3,8.62
1473,518,696,3,44.73
1474,518,676,1,40.49
1475,518,375,2,52.28
1476,518,16,2,57.06
1477,519,582,5,55.75
1478,519,408,5,26.85
1479,519,468,4,54.19
1480,520,17,1,69.18
1481,520,163,2,54.23
1482,520,130,5,25.08
1483,520,39,3,29.81
1484,520,339,5,73.54
1485,521,567,3,62.61
1486,521,645,5,81.03
1487,521,68,1,44.14
1488,521,663,3,23.53
1489,521,87,5,39.05
1490,522,553,-2,61.56
1491,522,673,3,7.8
1492,523,66,5,38.45
1493,523,643,2,57.46
1494,523,680,4,71.85
1495,523,473,2,12.95
1496,523,507,5,49.39
1497,524,659,5,52.44
1498,525,659,2,69.55
1499,525,191,1,86.78
1500,525,699,4,61.95
1501,525,641,4,3.06
1502,526,172,3,17.59
1503,527,384,2,39.32
1504,527,275,5,14.04
1505,527,258,5,63.83
1506,528,700,5,78.95
1507,528,546,2,19.46
1508,529,106,1,91.6
1509,529,349,2,33.79
1510,529,415,4,94.5
1511,529,169,4,57.54
1512,529,267,4,22.17
1513,530,352,5,37.01
1514,530,543,2,93.96
1515,531,574,4,2.57
1516,532,532,-3,32.04
1517,532,270,4,28.73
1518,532,396,3,19.42
1519,532,573,5,67.54
1520,533,591,4,19.91
1521,533,77,3,26.91
1522,533,116,1,36.42
1523,533,493,4,32.52
1524,533,614,4,82.76
1525,534,110,2,88.61
1526,534,222,4,84.59
1527,535,100,-1,62.08
1528,535,244,2,64.33
1529,535,437,1,76.98
1530,535,459,1,35.39
1531,535,325,4,52.92
1532,536,606,5,6.01
1533,537,490,3,23.5
1534,537,7,5,85.65
1535,538,412,3,91.29
1536,538,167,4,95.55
1537,538,141,5,79.23
1538,539,552,2,70.61
1539,539,453,5,74.08
1540,539,287,3,33.95
1541,539,306,5,36.37
1542,540,629,5,95.8
1543,540,295,1,81.24
1544,540,183,4,2.54
1545,541,41,1,30.68
1546,542,601,2,23.64
1547,542,663,1,86.85
1548,543,214,1,48.05
1549,544,209,1,28.44
1550,544,649,5,38.31
1551,544,436,5,71.67
1552,544,569,2,85.03
1553,544,187,2,89.89
1554,545,300,1,84.6
1555,545,659,2,28.79
1556,545,424,1,80.54
1557,545,154,2,80.77
1558,546,137,2,12.63
1559,547,147,5,37.72
1560,547,661,1,51.96
1561,547,8,4,16.02
1562,547,642,5,2.42
1563,547,313,2,40.4
1564,548,682,4,18.07
1565,549,492,3,36.32
1566,549,476,3,37.89
1567,549,329,5,32.54
1568,550,93,5,10.22
1569,550,524,1,18.17
1570,550,686,4,64.54
1571,550,465,2,68.75
1572,550,392,2,71.72
1573,551,579,5,95.67
1574,551,672,1,17.25
1575,552,581,1,79.94
1576,552,630,5,30.32
1577,552,220,5,23.65
1578,552,422,2,36.37
1579,552,176,2,85.57
1580,553,209,4,72.48
1581,553,328,4,88.25
1582,553,570,2,39.31
1583,553,316,2,57.1
1584,553,274,3,57.76
1585,554,626,5,86.06
1586,554,120,-4,57.1
1587,554,185,4,5.54
1588,554,458,2,59.59
1589,555,510,2,55.83
1590,555,116,5,14.92
1591,555,220,1,36.43
1592,555,503,1,17.33
1593,555,335,1,55.42
1594,556,477,4,21.06
1595,556,532,3,35.74
1596,556,516,2,39.43
1597,556,519,1,92.25
1598,556,583,1,27.81
1599,557,242,1,85.52
1600,557,398,5,46.02
1601,557,661,3,16.3
1602,558,585,1,64.29
1603,558,96,2,72.98
1604,559,357,2,65.38
1605,559,680,5,61.21
1606,559,25,2,57.65
1607,559,95,4,68.68
1608,559,311,4,96.74
1609,560,408,2,11.56
1610,560,50,2,68.68
1611,561,420,1,77.14
1612,561,478,1,38.26
1613,561,677,1,18.07
1614,561,143,1,3.19
1615,562,352,5,93.24
1616,562,678,2,74.68
1617,563,38,5,38.03
1618,563,301,2,66.03
1619,564,667,1,78.5
1620,564,682,2,28.45
1621,564,309,5,62.53
1622,564,534,2,85.98
1623,565,681,3,1.71
1624,565,335,5,84.69
1625,565,138,3,83.96
1626,565,154,1,73.6
1627,565,611,1,21.46
1628,566,611,1,22.89
1629,566,354,4,27.55
1630,566,132,4,54.97
1631,566,598,5,30.69
1632,566,509,2,2.7
1633,567,160,1,48.19
1634,568,433,1,16.2
1635,569,571,3,59.91
1636,569,507,1,72.15
1637,570,442,4,2.24
1638,571,134,3,94.52
1639,571,130,1,26.11
1640,572,647,1,71.03
1641,572,658,3,5.86
1642,573,631,3,40.55
1643,574,578,4,30.83
1644,574,656,1,59.01
1645,574,463,3,42.52
1646,574,378,2,25.13
1647,575,141,3,0.27
1648,576,569,1,79.73
1649,577,126,5,44.93
1650,577,40,3,9.0
1651,577,213,2,4.26
1652,577,28,1,81.23
1653,577,423,3,14.81
1654,578,111,3,46.35
1655,579,521,4,24.65
1656,579,44,4,33.21
1657,580,295,3,95.39
1658,581,308,1,2.48
1659,581,205,5,34.89
1660,581,411,5,44.68
1661,581,180,4,49.62
1662,582,124,1,99.98
1663,582,575,2,15.66
1664,583,261,1,6.41
1665,583,448,2,69.95
1666,583,404,-4,5.76
1667,583,153,3,42.56
1668,584,339,1,79.51
1669,584,642,1,48.57
1670,584,604,4,25.23
1671,585,671,3,54.39
1672,586,70,1,66.77
1673,586,577,1,17.21
1674,586,647,3,50.18
1675,586,277,5,83.01
1676,586,588,4,39.5
1677,587,542,1,59.03
1678,587,505,1,38.22
1679,587,655,5,10.21
1680,587,230,4,14.84
1681,587,664,4,4.91
1682,588,585,2,43.69
1683,588,273,2,96.7
1684,588,255,5,58.29
1685,588,239,1,44.61
1686,589,69,3,43.08
1687,590,27,4,46.07
1688,590,220,5,10.57
1689,591,57,1,66.04
1690,591,163,3,93.09
1691,591,677,5,79.92
1692,591,682,2,70.18
1693,592,586,4,89.74
1694,592,526,1,96.25
1695,592,610,5,58.76
1696,592,517,3,50.82
1697,592,599,1,92.81
1698,593,312,2,45.13
1699,593,548,3,73.74
1700,593,142,2,44.04
1701,594,383,1,25.95
1702,594,449,1,32.02
1703,594,12,1,17.98
1704,594,553,2,8.51
1705,594,177,5,76.46
1706,595,162,5,67.43
1707,596,277,5,15.04
1708,596,170,4,99.9
1709,596,615,4,5.0
1710,596,687,1,22.93
1711,596,434,1,79.05
1712,597,434,4,64.23
1713,597,116,2,67.42
1714,597,364,5,33.33
1715,597,438,4,77.9
1716,597,46,4,85.9
1717,598,187,5,70.2
1718,598,300,3,37.63
1719,598,656,5,26.48
1720,598,47,5,26.56
1721,599,320,2,10.22
1722,599,156,2,93.34
1723,599,67,5,82.55
1724,599,455,4,54.67
1725,599,12,1,57.39
1726,600,273,4,50.18
1727,600,548,5,43.59
1728,601,405,5,57.58
1729,601,492,-4,83.3
1730,601,155,1,21.45
1731,602,601,2,75.55
1732,603,656,2,71.97
1733,603,168,1,98.1
1734,603,210,1,32.12
1735,603,418,5,33.25
1736,603,111,1,36.03
1737,604,310,3,9.74
1738,604,508,3,87.3
1739,604,149,3,78.77
1740,605,412,1,12.68
1741,605,65,3,57.32
1742,605,482,5,54.67
1743,605,496,1,46.17
1744,606,149,3,84.78
1745,606,100,1,83.97
1746,606,279,5,39.45
1747,606,82,4,54.59
1748,606,454,5,61.74
1749,607,596,5,31.16
1750,607,406,5,31.24
1751,608,336,3,97.89
1752,609,114,1,72.24
1753,610,60,3,92.87
1754,610,490,1,7.04
1755,611,433,1,59.6
1756,612,405,4,64.76
1757,612,213,1,25.99
1758,612,432,3,37.9
1759,612,322,1,59.41
1760,612,255,5,13.59
1761,613,595,4,68.24
1762,613,257,3,74.06
1763,613,184,5,43.13
1764,613,49,4,78.92
1765,613,301,3,82.02
1766,614,323,4,33.99
1767,614,434,1,78.25
1768,614,373,3,96.48
1769,615,519,1,24.25
1770,615,624,3,40.44
1771,616,134,3,5.42
1772,616,649,4,60.37
1773,616,189,3,5.37
1774,616,429,4,18.67
1775,617,156,2,79.82
1776,617,302,4,47.84
1777,618,319,5,2.77
1778,618,411,1,70.91
1779,618,138,1,91.07
1780,618,324,5,25.12
1781,619,655,1,58.88
1782,619,398,4,49.45
1783,619,62,5,87.46
1784,619,7,2,88.25
1785,619,550,3,78.56
1786,620,280,4,71.83
1787,621,169,1,11.09
1788,621,654,2,52.88
1789,621,436,2,88.45
1790,622,234,5,86.64
1791,622,441,5,55.41
1792,622,355,2,26.47
1793,623,180,5,23.26
1794,623,318,3,36.2
1795,623,131,3,67.58
1796,623,127,4,65.28
1797,623,688,3,33.85
1798,624,202,1,19.35
1799,624,79,4,53.73
1800,625,699,4,39.81
1801,625,636,2,29.35
1802,625,87,2,3.07
1803,625,462,5,68.51
1804,626,487,3,65.51
1805,627,69,5,96.23
1806,628,262,3,19.44
1807,629,624,5,26.68
1808,629,236,2,22.95
1809,629,333,-3,85.78
1810,629,559,1,71.52
1811,630,452,5,84.26
1812,630,486,3,27.89
1813,630,518,3,95.55
1814,630,294,3,5.35
1815,631,216,5,45.03
1816,631,548,5,64.18
1817,631,371,3,59.58
1818,631,68,2,96.03
1819,631,487,5,87.41
1820,632,638,5,77.64
1821,632,582,5,99.32
1822,632,594,3,70.31
1823,632,436,4,83.97
1824,633,260,2,8.95
1825,633,386,5,96.35
1826,634,180,2,64.87
1827,634,275,5,52.15
1828,634,136,2,10.32
1829,635,662,5,39.19
1830,636,581,2,51.47
1831,636,216,1,55.7
1832,637,172,1,11.7
1833,637,150,2,88.9
1834,638,65,5,43.4
1835,639,47,1,63.14
1836,640,693,5,29.55
1837,640,493,3,9.29
1838,640,396,1,23.52
1839,640,125,5,31.93
1840,640,12,2,8.51
1841,641,49,2,30.93
1842,641,495,5,67.63
1843,641,283,1,19.86
1844,641,432,1,75.16
1845,641,564,-2,81.74
1846,642,338,4,33.14
1847,642,603,1,97.24
1848,642,389,4,9.2
1849,643,663,4,29.91
1850,644,93,2,0.16
1851,645,555,5,91.63
1852,645,332,3,46.94
1853,645,103,5,36.73
1854,645,409,5,42.99
1855,646,208,5,56.46
1856,646,302,4,60.69
1857,646,568,1,53.99
1858,646,145,5,89.77
1859,646,387,5,52.91
1860,647,630,3,42.88
1861,647,75,3,7.75
1862,647,373,4,2.34
1863,647,32,5,2.23
1864,648,136,4,76.4
1865,649,466,5,87.27
1866,649,647,-4,97.78
1867,649,535,5,76.11
1868,650,378,3,97.15
1869,650,143,1,45.69
1870,650,75,1,13.8
1871,650,473,3,18.49
1872,650,370,1,67.3
1873,651,149,4,43.57
1874,651,288,2,60.32
1875,651,95,4,58.76
1876,651,624,4,70.71
1877,651,607,3,36.64
1878,652,108,3,37.28
1879,652,567,1,77.95
1880,653,3,2,86.96
1881,653,592,4,71.03
1882,654,51,1,21.96
1883,655,420,4,82.73
1884,655,282,3,47.0
1885,655,55,2,91.95
1886,656,336,4,94.53
1887,656,287,5,68.88
1888,656,6,4,13.62
1889,656,60,4,94.16
1890,656,92,5,79.48
1891,657,7,1,94.3
1892,657,494,1,57.44
1893,657,68,1,84.38
1894,658,673,1,42.74
1895,659,372,2,86.22
1896,660,55,1,7.09
1897,660,584,4,68.05
1898,660,140,1,25.64
1899,660,205,1,57.4
1900,661,576,2,14.08
1901,661,336,5,41.32
1902,661,301,5,86.52
1903,662,353,3,76.6
1904,662,135,4,8.81
1905,662,610,5,51.47
1906,662,264,2,20.22
1907,663,552,1,33.23
1908,663,85,2,56.15
1909,663,219,5,68.46
1910,664,480,3,88.16
1911,665,449,2,91.84
1912,665,263,4,40.56
1913,665,537,3,43.54
1914,666,459,2,99.65
1915,666,199,3,50.34
1916,666,603,5,17.69
1917,666,562,2,98.14
1918,667,416,1,5.31
1919,667,142,4,70.47
1920,667,554,4,61.99
1921,668,82,2,18.28
1922,668,373,1,54.08
1923,668,407,3,32.46
1924,669,506,3,66.61
1925,670,105,5,9.48
1926,670,240,1,80.54
1927,670,103,4,5.4
1928,670,86,2,2.38
1929,670,474,5,23.38
1930,671,86,1,66.69
1931,671,699,2,31.37
1932,671,182,5,96.2
1933,672,162,4,69.96
1934,673,81,3,21.46
1935,674,356,5,63.37
1936,674,671,5,43.81
1937,675,505,1,70.42
1938,676,475,5,35.39
1939,676,610,5,64.39
1940,677,683,-1,39.27
1941,677,68,5,30.41
1942,678,209,5,27.74
1943,679,33,4,61.16
1944,679,220,3,54.28
1945,680,97,5,95.98
1946,680,227,3,75.0
1947,680,670,3,34.05
1948,680,345,1,7.07
1949,680,631,1,48.69
1950,681,14,4,90.88
1951,681,660,5,54.67
1952,681,20,4,4.41
1953,681,408,2,50.1
1954,681,585,2,95.64
1955,682,584,3,96.32
1956,682,296,3,2.05
1957,683,503,3,21.8
1958,683,470,3,7.29
1959,683,387,2,31.31
1960,683,161,2,18.36
1961,684,471,5,58.21
1962,685,678,2,22.13
1963,685,587,3,6.97
1964,686,586,1,89.23
1965,687,365,-2,76.43
1966,688,570,1,90.29
1967,688,424,1,44.41
1968,688,523,2,0.65
1969,688,260,3,92.35
1970,688,249,4,87.65
1971,689,570,2,59.34
1972,689,557,5,31.17
1973,689,462,4,95.33
1974,689,332,2,80.41
1975,689,580,2,88.47
1976,690,469,3,7.77
1977,690,379,4,88.99
1978,691,130,3,22.56
1979,691,2,-5,18.9
1980,691,456,2,79.53
1981,691,118,2,90.69
1982,691,94,5,52.23
1983,692,5,4,11.21
1984,692,375,4,37.14
1985,692,580,5,73.03
1986,692,97,3,46.38
1987,693,172,5,5.03
1988,693,97,3,47.88
1989,693,391,5,6.72
1990,693,570,4,15.46
1991,694,492,3,65.74
1992,694,177,5,72.24
1993,694,522,4,5.4
1994,694,283,5,29.45
1995,694,340,2,83.87
1996,695,139,2,8.87
1997,695,679,3,27.88
1998,696,135,1,97.39
1999,696,538,3,71.05
2000,697,690,2,73.48
2001,698,37,2,27.7
2002,698,650,2,13.12
2003,699,510,2,19.4
2004,699,368,2,41.79
2005,699,131,1,39.59
2006,699,106,1,82.49
2007,700,610,4,39.79
2008,700,237,5,53.73
2009,700,451,2,68.38
2010,701,613,4,81.3
2011,701,92,1,37.81
2012,702,42,1,2.92
2013,702,163,2,74.19
2014,702,597,3,38.71
2015,702,544,2,8.12
2016,702,224,2,41.98
2017,703,514,1,55.72
2018,704,428,1,70.04
2019,704,403,2,51.21
2020,704,472,4,6.04
2021,705,294,4,39.15
2022,705,261,2,60.47
2023,705,308,2,56.76
2024,705,672,-3,64.72
2025,705,38,4,18.98
2026,706,395,4,11.75
2027,706,138,3,25.57
2028,707,682,5,26.66
2029,707,141,2,51.47
2030,707,352,5,95.5
2031,707,671,5,94.91
2032,708,633,2,90.74
2033,708,101,1,57.09
2034,708,638,4,20.1
2035,708,418,3,88.74
2036,708,152,3,97.41
2037,709,375,1,23.59
2038,709,683,2,20.23
2039,710,247,1,83.45
2040,711,512,3,77.84
2041,711,416,4,56.37
2042,711,29,3,79.61
2043,711,383,4,89.49
2044,711,274,3,94.27
2045,712,205,4,47.22
2046,712,370,3,93.12
2047,712,246,5,38.23
2048,713,442,2,12.65
2049,714,352,-3,69.77
2050,714,293,1,92.53
2051,715,314,4,32.31
2052,715,521,3,39.71
2053,715,90,4,85.34
2054,715,350,-2,87.01
2055,715,190,3,36.79
2056,716,122,3,66.77
2057,716,273,3,58.35
2058,716,186,2,15.74
2059,716,395,4,30.1
2060,716,126,3,21.35
2061,717,464,5,65.78
2062,718,232,1,68.63
2063,718,107,1,53.08
2064,718,698,3,14.21
2065,718,19,1,72.99
2066,719,95,2,81.56
2067,719,571,3,17.62
2068,719,288,5,25.98
2069,719,326,4,49.72
2070,720,664,1,41.09
2071,720,693,3,82.04
2072,721,456,4,43.0
2073,721,474,3,19.5
2074,722,115,3,64.57
2075,723,645,3,81.37
2076,724,65,5,4.56
2077,724,26,1,48.38
2078,724,377,2,6.57
2079,724,334,2,66.26
2080,724,665,2,2.65
2081,725,233,2,52.91
2082,725,588,1,16.45
2083,725,127,1,19.81
2084,726,355,2,2.68
2085,726,360,2,63.12
2086,726,158,4,34.4
2087,726,531,3,35.22
2088,726,401,2,14.84
2089,727,656,2,19.01
2090,727,454,5,17.43
2091,728,373,3,22.66
2092,728,486,4,35.0
2093,728,228,1,9.16
2094,729,565,4,18.74
2095,730,510,4,1.42
2096,730,124,1,9.98
2097,730,518,5,96.27
2098,730,163,5,18.29
2099,730,205,1,49.3
2100,731,269,4,44.26
2101,731,547,3,20.98
2102,731,265,2,98.25
2103,731,413,2,91.96
2104,732,18,3,34.61
2105,732,650,5,81.57
2106,732,109,2,95.84
2107,732,623,4,18.3
2108,732,300,5,33.75
2109,733,672,2,63.54
2110,733,51,4,24.46
2111,733,399,1,27.16
2112,734,283,4,22.91
2113,734,108,5,77.22
2114,734,242,5,1.36
2115,734,7,1,38.54
2116,735,677,4,82.82
2117,735,59,4,38.61
2118,735,521,3,79.08
2119,735,294,1,25.14
2120,736,179,1,42.81
2121,737,74,3,27.16
2122,737,80,5,9.13
2123,737,580,4,21.15
2124,738,462,3,6.02
2125,738,561,1,1.82
2126,738,509,2,15.83
2127,739,73,5,49.61
2128,740,678,2,94.08
2129,740,92,5,71.65
2130,741,414,4,56.64
2131,741,474,5,7.42
2132,741,545,4,48.39
2133,741,581,1,98.51
2134,741,663,2,65.2
2135,742,472,3,96.38
2136,743,637,3,63.74
2137,743,487,2,68.49
2138,743,665,3,60.26
2139,743,558,4,18.84
2140,743,431,5,78.56
2141,744,187,2,12.11
2142,744,239,1,2.35
2143,744,128,3,37.81
2144,745,577,3,71.1
2145,745,656,1,96.82
2146,745,468,4,30.92
2147,746,509,4,92.34
2148,746,411,1,20.13
2149,746,305,3,99.06
2150,746,587,3,3.3
2151,747,251,4,58.89
2152,747,362,4,56.5
2153,747,323,5,46.44
2154,747,226,1,63.5
2155,748,141,2,4.95
2156,748,583,3,71.9
2157,748,390,2,11.01
2158,749,165,4,98.74
2159,749,474,3,91.62
2160,749,424,5,84.05
2161,749,691,3,34.87
2162,749,212,3,43.46
2163,750,339,2,25.74
2164,750,269,1,30.54
2165,750,300,1,92.8
2166,751,251,5,22.64
2167,751,623,3,26.38
2168,751,249,5,83.68
2169,751,265,5,22.45
2170,751,283,5,42.01
2171,752,489,5,93.38
2172,752,224,1,10.36
2173,752,590,1,76.02
2174,752,686,4,69.13
2175,752,546,1,76.17
2176,753,335,2,70.98
2177,753,309,4,47.26
2178,753,532,5,77.77
2179,753,357,1,4.29
2180,754,581,4,14.84
2181,754,444,5,5.46
2182,754,312,1,73.73
2183,755,110,2,46.15
2184,755,140,4,52.88
2185,755,118,5,33.08
2186,756,644,1,43.02
2187,756,694,1,60.95
2188,756,483,1,36.05
2189,757,194,4,8.46
2190,757,266,2,55.07
2191,757,336,1,29.66
2192,758,196,2,74.09
2193,758,418,1,19.49
2194,759,300,2,1.87
2195,759,188,2,71.42
2196,759,272,4,69.31
2197,759,417,4,54.03
2198,760,34,5,98.86
2199,761,145,4,95.93
2200,761,583,2,65.38
2201,761,288,4,28.6
2202,762,270,2,5.84
2203,762,193,2,79.14
2204,762,39,3,16.34
2205,762,310,5,28.03
2206,763,347,2,13.35
2207,763,186,2,23.38
2208,763,460,-2,33.02
2209,763,345,5,21.55
2210,764,236,1,25.36
2211,765,452,4,36.52
2212,765,70,1,42.69
2213,765,126,4,34.74
2214,765,687,3,74.84
2215,766,285,3,7.82
2216,766,658,2,73.47
2217,767,265,2,91.79
2218,767,500,2,54.02
2219,767,175,4,97.22
2220,767,241,5,79.72
